proteinname,go_IC
vid28,negative regulation of gluconeogenesis
vid28,positive regulation of transcription from RNA polymerase II promoter
atr1,transport
atr1,drug transmembrane transport
atr1,borate transmembrane transport
atr1,borate transport
atr1,transmembrane transport
atr1,ammonium transmembrane transport
bio5,amino acid transmembrane transport
bio5,transport
bio5,biotin biosynthetic process
bio5,L-amino acid transport
bio5,vitamin transport
bio5,L-alpha-amino acid transmembrane transport
ydr132c,biological_process unknown
ydr132c,protein homooligomerization
hrp1,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
hrp1,mRNA polyadenylation
hrp1,mRNA cleavage
hrp1,mRNA processing
hrp1,response to DNA damage checkpoint signaling
hrp1,pre-mRNA cleavage required for polyadenylation
ups3,phospholipid transport
ups3,mitochondrion morphogenesis
set5,methylation
set5,histone lysine methylation
ade12,purine nucleotide biosynthetic process
ade12,AMP biosynthetic process
ade12,'de novo' AMP biosynthetic process
ade12,IMP metabolic process
erg25,lipid metabolic process
erg25,fatty acid biosynthetic process
erg25,steroid biosynthetic process
erg25,ergosterol biosynthetic process
erg25,steroid metabolic process
erg25,sterol biosynthetic process
erg25,oxidation-reduction process
tok1,transport
tok1,ion transport
tok1,cellular potassium ion homeostasis
tok1,regulation of ion transmembrane transport
tok1,potassium ion transmembrane transport
rpl24ap,ribosomal large subunit assembly
rpl24ap,cytoplasmic translation
rpl24ap,translation
rpl24ap,assembly of large subunit precursor of preribosome
ypr172w,biological_process unknown
ypr172w,pyridoxal phosphate biosynthetic process
ypr172w,oxidation-reduction process
atg40,autophagy
atg40,biological_process unknown
atg40,reticulophagy
fyv12,biological_process unknown
src1,mitotic sister chromatid segregation
src1,nuclear envelope organization
src1,maintenance of rDNA
src1,meiotic attachment of telomere to nuclear envelope
rcr2,vesicle-mediated transport
acf2,(1->3)-beta-D-glucan catabolic process
acf2,metabolic process
acf2,cell wall macromolecule catabolic process
acf2,actin cytoskeleton organization
rmd6,biological_process unknown
rmd6,sporulation resulting in formation of a cellular spore
rmd6,meiotic cell cycle
ymc1,transport
ymc1,mitochondrial transport
ymc1,glycine import
ymc1,organic acid transmembrane transport
eaf3,DNA repair
eaf3,chromatin organization
eaf3,chromatin remodeling
eaf3,chromatin silencing
eaf3,"transcription, DNA-templated"
eaf3,"regulation of transcription, DNA-templated"
eaf3,regulation of transcription from RNA polymerase II promoter
eaf3,transcription elongation from RNA polymerase II promoter
eaf3,cellular response to DNA damage stimulus
eaf3,covalent chromatin modification
eaf3,histone acetylation
eaf3,histone deacetylation
eaf3,regulation of DNA-dependent DNA replication initiation
eaf3,histone H4 acetylation
eaf3,histone H2A acetylation
eaf3,"negative regulation of transcription, DNA-templated"
eaf3,negative regulation of antisense RNA transcription
rpn4,negative regulation of transcription from RNA polymerase II promoter
rpn4,regulation of DNA repair
rpn4,"transcription, DNA-templated"
rpn4,"regulation of transcription, DNA-templated"
rpn4,transcription from RNA polymerase II promoter
rpn4,positive regulation of proteasomal ubiquitin-dependent protein catabolic process
rpn4,positive regulation of transcription from RNA polymerase II promoter in response to stress
rpn4,positive regulation of transcription from RNA polymerase II promoter
rpn4,positive regulation of transcription from RNA polymerase II promoter in response to arsenic-containing substance
rpn4,negative regulation of transcription from RNA polymerase II promoter in response to stress
reg2,negative regulation of transcription from RNA polymerase II promoter
reg2,regulation of catalytic activity
pif1,mitochondrial genome maintenance
pif1,telomere maintenance via recombination
pif1,telomere maintenance
pif1,double-strand break repair via break-induced replication
pif1,DNA strand renaturation
pif1,DNA repair
pif1,DNA recombination
pif1,cellular response to DNA damage stimulus
pif1,negative regulation of telomere maintenance via telomerase
pif1,DNA duplex unwinding
pif1,G-quadruplex DNA unwinding
pif1,chromosome organization
pif1,negative regulation of telomerase activity
pif1,replication fork reversal
plc1,signal transduction involved in filamentous growth
plc1,lipid metabolic process
plc1,signal transduction
plc1,phospholipid catabolic process
plc1,lipid catabolic process
plc1,inositol phosphate biosynthetic process
plc1,protein localization to kinetochore
plc1,intracellular signal transduction
rpl35ap,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
rpl35ap,cytoplasmic translation
rpl35ap,translation
big1,(1->6)-beta-D-glucan biosynthetic process
big1,fungal-type cell wall biogenesis
big1,cell wall organization
gcg1,glutathione catabolic process
cue3,biological_process unknown
pmd1,sporulation resulting in formation of a cellular spore
pmd1,meiotic cell cycle
rpl20ap,cytoplasmic translation
rpl20ap,translation
dfr1,glycine biosynthetic process
dfr1,one-carbon metabolic process
dfr1,nucleotide biosynthetic process
dfr1,dihydrofolate metabolic process
dfr1,tetrahydrofolate biosynthetic process
dfr1,oxidation-reduction process
rtt10,tRNA processing
rtt10,endocytic recycling
mri1,cellular amino acid biosynthetic process
mri1,methionine biosynthetic process
mri1,L-methionine salvage from S-adenosylmethionine
mri1,L-methionine salvage from methylthioadenosine
mri1,cellular metabolic process
mri1,cellular biosynthetic process
rsc30,double-strand break repair via nonhomologous end joining
rsc30,nucleosome disassembly
rsc30,"transcription, DNA-templated"
rsc30,"regulation of transcription, DNA-templated"
rsc30,regulation of transcription from RNA polymerase II promoter
rsc30,transcription elongation from RNA polymerase II promoter
rsc30,covalent chromatin modification
rsc30,ATP-dependent chromatin remodeling
get3,pheromone-dependent signal transduction involved in conjugation with cellular fusion
get3,posttranslational protein targeting to endoplasmic reticulum membrane
get3,transport
get3,"retrograde vesicle-mediated transport, Golgi to ER"
get3,response to heat
get3,response to metal ion
get3,vesicle-mediated transport
get3,positive regulation of GTPase activity
get3,protein insertion into ER membrane
get3,response to arsenic-containing substance
get3,detoxification of arsenic-containing substance
get3,ATP-independent chaperone mediated protein folding
ilv3,metabolic process
ilv3,cellular amino acid biosynthetic process
ilv3,branched-chain amino acid biosynthetic process
ilv3,isoleucine biosynthetic process
ilv3,valine biosynthetic process
set4,biological_process unknown
set4,covalent chromatin modification
yku70,telomere maintenance
yku70,double-strand break repair via homologous recombination
yku70,double-strand break repair via break-induced replication
yku70,DNA repair
yku70,double-strand break repair via nonhomologous end joining
yku70,DNA recombination
yku70,chromatin assembly or disassembly
yku70,chromatin silencing
yku70,cellular response to DNA damage stimulus
yku70,chromatin silencing at silent mating-type cassette
yku70,DNA duplex unwinding
yku70,cellular response to gamma radiation
yku70,cellular response to X-ray
yku70,mitochondrial double-strand break repair via homologous recombination
aga2,agglutination involved in conjugation with cellular fusion
aga2,cell adhesion
hal1,response to stress
hal1,response to salt stress
hal1,positive regulation of transcription from RNA polymerase II promoter
ykr011c,biological_process unknown
gac1,negative regulation of transcription from RNA polymerase II promoter
gac1,glycogen metabolic process
gac1,glycogen biosynthetic process
gac1,mitotic spindle assembly checkpoint
gac1,response to heat
gac1,regulation of catalytic activity
imp2,signal peptide processing
imp2,proteolysis
imp2,protein processing involved in protein targeting to mitochondrion
imp2,mitochondrial respiratory chain complex assembly
ies2,DNA repair
ies2,chromatin remodeling
ies2,"transcription, DNA-templated"
ies2,"regulation of transcription, DNA-templated"
ies2,cellular response to DNA damage stimulus
ies2,biological_process unknown
ies2,covalent chromatin modification
tmn2,invasive growth in response to glucose limitation
tmn2,transport
tmn2,ion transport
tmn2,cellular copper ion homeostasis
tmn2,vacuolar transport
tmn2,pseudohyphal growth
yip3,ER to Golgi vesicle-mediated transport
rmd5,sporulation resulting in formation of a cellular spore
rmd5,protein ubiquitination involved in ubiquitin-dependent protein catabolic process
rmd5,proteasome-mediated ubiquitin-dependent protein catabolic process
rmd5,negative regulation of gluconeogenesis
rmd5,meiotic cell cycle
vps64,re-entry into mitotic cell cycle after pheromone arrest
vps64,protein targeting to vacuole
vps64,transport
vps64,cell cycle
vps64,protein transport
vps64,TOR signaling
mcm5,mitotic S phase
mcm5,double-strand break repair via break-induced replication
mcm5,DNA replication
mcm5,pre-replicative complex assembly involved in nuclear cell cycle DNA replication
mcm5,DNA replication initiation
mcm5,establishment of chromatin silencing
mcm5,chromatin silencing at telomere
mcm5,cell cycle
mcm5,regulation of DNA-dependent DNA replication initiation
mcm5,negative regulation of chromatin silencing at telomere
mcm5,DNA duplex unwinding
mcm5,nuclear DNA replication
ynl011c,biological_process unknown
tna1,transport
tna1,nicotinamide mononucleotide transport
tna1,carboxylic acid transport
tna1,transmembrane transport
tna1,quinolinic acid transmembrane transport
thi11,thiamine biosynthetic process
thi11,thiamine diphosphate biosynthetic process
sgt2,posttranslational protein targeting to endoplasmic reticulum membrane
sgt2,response to heat
cdc13,telomere maintenance
cdc13,telomere maintenance via telomerase
cdc13,cell cycle
cdc13,telomere capping
cdc13,regulation of telomere maintenance via telomerase
cdc13,cell division
cdc13,negative regulation of telomerase activity
cdc13,ribonucleoprotein complex localization
mep2,transport
mep2,pseudohyphal growth
mep2,organic cation transport
mep2,ammonium transport
mep2,nitrogen utilization
mep2,ammonium transmembrane transport
ded81,translation
ded81,tRNA aminoacylation for protein translation
ded81,asparaginyl-tRNA aminoacylation
efb1,translation
efb1,translational elongation
efb1,regulation of translational termination
efb1,negative regulation of actin filament bundle assembly
efb1,positive regulation of GTPase activity
efb1,maintenance of translational fidelity
tpo2,spermine transport
tpo2,transport
tpo2,transmembrane transport
tpo2,spermine transmembrane transport
epl1,DNA repair
epl1,"transcription, DNA-templated"
epl1,"regulation of transcription, DNA-templated"
epl1,regulation of transcription from RNA polymerase II promoter
epl1,cellular response to DNA damage stimulus
epl1,cell cycle
epl1,positive regulation of macroautophagy
epl1,histone acetylation
ths1,cytoplasmic translation
ths1,translation
ths1,tRNA aminoacylation for protein translation
ths1,threonyl-tRNA aminoacylation
ths1,tRNA aminoacylation
spt10,negative regulation of transcription from RNA polymerase II promoter
spt10,chromatin silencing at rDNA
spt10,DNA repair
spt10,chromatin silencing at telomere
spt10,N-terminal protein amino acid acetylation
spt10,histone acetylation
spt10,chromatin silencing at silent mating-type cassette
spt10,histone H3-K56 acetylation
dak2,glycerol metabolic process
dak2,response to stress
dak2,phosphorylation
dak2,glycerol catabolic process
dak2,anaerobic glycerol catabolic process
dak2,cellular response to toxic substance
rpl32,cytoplasmic translation
rpl32,translation
cis3,fungal-type cell wall organization
cis3,cell wall organization
bcs1,protein insertion into mitochondrial membrane from inner side
bcs1,mitochondrial respiratory chain complex III assembly
bcs1,chaperone-mediated protein complex assembly
bcs1,protein transmembrane transport
mia40,protein folding
mia40,transport
mia40,protein transport
mia40,protein import into mitochondrial intermembrane space
mia40,oxidation-reduction process
swa2,receptor-mediated endocytosis
swa2,positive regulation of ATPase activity
swa2,endoplasmic reticulum inheritance
swa2,clathrin coat disassembly
tgl1,lipid metabolic process
tgl1,lipid catabolic process
tgl1,sterol metabolic process
tgl1,cellular lipid metabolic process
ato2,transport
ato2,ion transport
ato2,plasma membrane acetate transport
ato2,ammonium transport
ato2,nitrogen utilization
ato2,ammonium transmembrane transport
trm44,tRNA processing
trm44,tRNA methylation
trm44,methylation
ppn1,polyphosphate metabolic process
ppn1,polyphosphate catabolic process
tad3,tRNA modification
tad3,tRNA processing
tad3,tRNA pseudouridine synthesis
rog3,adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion
rog3,positive regulation of receptor internalization
rog3,ubiquitin-dependent endocytosis
yar023c,biological_process unknown
