proteinname,go_IC
tfb3,TFIIK complex
dbp2,nucleus
dbp2,cytoplasm
dbp2,mitochondrion
hfm1,nucleus
ala1,cytoplasm
ala1,mitochondrion
ala1,cytosol
ups1,mitochondrion
ups1,mitochondrial inner membrane
ups1,mitochondrial intermembrane space
ups1,membrane
ups1,extrinsic component of mitochondrial inner membrane
pde2,intracellular
pde2,nucleus
pde2,cytoplasm
yer156c,nucleus
yer156c,cytoplasm
arn2,fungal-type vacuole
arn2,endosome
arn2,vacuolar membrane
arn2,plasma membrane
arn2,endosome membrane
arn2,membrane
arn2,integral component of membrane
bbp1,cytoplasm
bbp1,spindle pole body
bbp1,central plaque of spindle pole body
bbp1,cytoskeleton
rki1,nucleus
rki1,cytoplasm
rki1,cytosol
utr4,nucleus
utr4,cytoplasm
bud3,cellular bud neck contractile ring
bud3,intracellular
bud3,cellular bud neck
lag2,mitochondrion
pex11,peroxisome
pex11,peroxisomal membrane
pex11,integral component of peroxisomal membrane
pex11,endoplasmic reticulum
pex11,membrane
pex11,peroxisomal importomer complex
erg24,endoplasmic reticulum
erg24,membrane
erg24,integral component of membrane
erg24,integral component of endoplasmic reticulum membrane
trp1,cytoplasm
rkm1,nucleus
rkm1,cytoplasm
pot1,mitochondrial intermembrane space
pot1,peroxisome
pot1,peroxisomal matrix
pbp2,nucleus
pbp2,cytoplasm
pbp2,intracellular ribonucleoprotein complex
ypr089w,cellular_component unknown
ypr089w,Golgi apparatus
tfb2,nucleotide-excision repair factor 3 complex
tfb2,core TFIIH complex
tfb2,nucleus
tfb2,holo TFIIH complex
ydl086w,cytoplasm
ydl086w,mitochondrion
tgl3,lipid particle
tgl3,membrane
tgl3,integral component of membrane
cog2,Golgi membrane
cog2,Golgi apparatus
cog2,cytosol
cog2,membrane
cog2,Golgi transport complex
cog2,extrinsic component of membrane
ypt7,fungal-type vacuole
ypt7,fungal-type vacuole membrane
ypt7,mitochondrion
ypt7,mitochondrial outer membrane
ypt7,lysosome
ypt7,late endosome
ypt7,vacuole
ypt7,cytosol
ypt7,"retromer, cargo-selective complex"
ypt7,phagocytic vesicle
ypt7,vacuole-mitochondrion membrane contact site
tos3,nucleus
tos3,cytoplasm
tos3,cell division site
tpo1,fungal-type vacuole membrane
tpo1,plasma membrane
tpo1,membrane
tpo1,integral component of membrane
tpo1,cellular bud membrane
tpo1,cell periphery
thi74,fungal-type vacuole
thi74,mitochondrion
thi74,membrane
thi74,integral component of membrane
thi74,mitochondrial membrane
bim1,spindle pole
bim1,cytoplasm
bim1,spindle pole body
bim1,spindle
bim1,cytoskeleton
bim1,microtubule
bim1,cytoplasmic microtubule
bim1,microtubule plus-end
bim1,spindle midzone
mrx7,mitochondrion
arp3,cytoplasm
arp3,cytoskeleton
arp3,Arp2/3 protein complex
arp3,plasma membrane
arp3,actin cortical patch
sed5,Golgi membrane
sed5,Golgi apparatus
sed5,cis-Golgi network
sed5,membrane
sed5,integral component of membrane
sed5,SNARE complex
hxt1,plasma membrane
hxt1,integral component of plasma membrane
hxt1,membrane
hxt1,integral component of membrane
hxt1,cell periphery
sno1,cytoplasm
sno1,cytosol
sno1,glutaminase complex
slm3,cytoplasm
slm3,mitochondrion
gfd1,nucleus
gfd1,nuclear pore
gfd1,cytoplasm
gfd1,membrane
gfd1,integral component of membrane
gfd1,nuclear membrane
brr6,nucleus
brr6,nuclear envelope
brr6,endoplasmic reticulum
brr6,membrane
brr6,integral component of membrane
brr6,nuclear membrane
brr6,cell periphery
crg1,cellular_component unknown
crg1,cytoplasm
emi2,cytoplasm
emi2,cytosol
ycr100c,integral component of membrane
nsl1,"chromosome, centromeric region"
nsl1,kinetochore
nsl1,condensed chromosome kinetochore
nsl1,nuclear MIS12/MIND complex
nsl1,spindle pole
nsl1,nucleus
nsl1,chromosome
osw1,prospore membrane
osw1,spore wall
mas2,mitochondrion
mas2,mitochondrial inner membrane
mas2,mitochondrial matrix
mas2,mitochondrial processing peptidase complex
nop19,nucleus
nop19,nucleoplasm
nop19,nucleolus
nop19,intracellular ribonucleoprotein complex
nop19,90S preribosome
msf1,cytoplasm
msf1,mitochondrion
msf1,mitochondrial matrix
hem13,cytoplasm
hem13,cytosol
npp2,cellular_component unknown
npp2,endoplasmic reticulum
npp2,membrane
npp2,integral component of membrane
ygk3,cellular_component unknown
ygk3,nucleus
ygk3,cytoplasm
cbp3,fungal-type vacuole membrane
cbp3,mitochondrion
cbp3,mitochondrial ribosome
cbp3,membrane
cbp3,integral component of membrane
cbp3,mitochondrial membrane
cbp3,integral component of mitochondrial membrane
cbp3,Cbp3p-Cbp6 complex
rim11,cytoplasm
yrm1,nucleus
yrm1,cytoplasm
rrp15,nucleus
rrp15,nucleolus
rrp15,"preribosome, large subunit precursor"
ydr541c,cellular_component unknown
yor105w,cellular_component unknown
ypr078c,cellular_component unknown
kre1,fungal-type vacuole
kre1,extracellular region
kre1,cell wall
kre1,plasma membrane
kre1,fungal-type cell wall
kre1,membrane
kre1,integral component of membrane
kre1,anchored component of membrane
rps6ap,intracellular
rps6ap,nucleus
rps6ap,nucleolus
rps6ap,cytoplasm
rps6ap,ribosome
rps6ap,cytosolic small ribosomal subunit
rps6ap,intracellular ribonucleoprotein complex
rps6ap,90S preribosome
rps6ap,small-subunit processome
shp1,nucleus
shp1,cytoplasm
shp1,cytosol
whi3,P-body
whi3,cytoplasm
whi3,cytoplasmic stress granule
pet18,cytosol
mrpl4,mitochondrion
mrpl4,mitochondrial ribosome
mrpl4,mitochondrial large ribosomal subunit
mrpl4,ribosome
mrpl4,intracellular ribonucleoprotein complex
hmra1,nucleus
rps18ap,intracellular
rps18ap,cytoplasm
rps18ap,mitochondrion
rps18ap,cytosol
rps18ap,ribosome
rps18ap,small ribosomal subunit
rps18ap,cytosolic small ribosomal subunit
rps18ap,intracellular ribonucleoprotein complex
cos4,fungal-type vacuole
cos4,fungal-type vacuole membrane
cos4,nucleus
cos4,cytoplasm
cos4,endosome
cos4,membrane
cos4,integral component of membrane
lre1,cellular_component unknown
lre1,cellular bud neck
prp42,commitment complex
prp42,nucleus
prp42,spliceosomal complex
prp42,U1 snRNP
prp42,intracellular ribonucleoprotein complex
prp42,U2-type prespliceosome
ylh47,mitochondrion
ylh47,mitochondrial inner membrane
ylh47,membrane
ylh47,integral component of membrane
kre29,nucleus
kre29,cytoplasm
kre29,Smc5-Smc6 complex
loh1,cellular_component unknown
loh1,cytosol
loh1,membrane
loh1,integral component of membrane
fsh1,nucleus
fsh1,cytoplasm
dsf2,cellular bud tip
hat1,histone acetyltransferase complex
hat1,"chromosome, telomeric region"
hat1,nuclear chromatin
hat1,nucleus
hat1,cytoplasm
prp4,nucleus
prp4,spliceosomal complex
prp4,U4/U6 x U5 tri-snRNP complex
asi2,nucleus
asi2,nuclear inner membrane
asi2,endoplasmic reticulum
asi2,membrane
asi2,integral component of membrane
asi2,Asi complex
syn8,endosome
syn8,endosome membrane
syn8,membrane
syn8,integral component of membrane
syn8,SNARE complex
ypl150w,cellular_component unknown
ypl150w,nucleus
ypl150w,cytoplasm
alg7,endoplasmic reticulum
alg7,endoplasmic reticulum membrane
alg7,membrane
alg7,integral component of membrane
alg7,UDP-N-acetylglucosamine transferase complex
vtc4,fungal-type vacuole membrane
vtc4,vacuole
vtc4,vacuolar membrane
vtc4,endoplasmic reticulum
vtc4,membrane
vtc4,integral component of membrane
vtc4,intrinsic component of vacuolar membrane
vtc4,vacuolar transporter chaperone complex
vtc4,cell periphery
vta1,cytoplasm
vta1,endosome
vta1,multivesicular body
vta1,endosome membrane
vta1,membrane
ssk22,cellular_component unknown
ssk22,cytoplasm
imp4,nucleus
imp4,nucleolus
imp4,intracellular ribonucleoprotein complex
imp4,90S preribosome
imp4,small-subunit processome
imp4,Mpp10 complex
vps51,GARP complex
vps51,endosome
vps51,Golgi apparatus
vps51,cytosol
vps51,endosome membrane
vps51,membrane
dls1,"chromosome, telomeric region"
dls1,intracellular
dls1,nucleus
dls1,CHRAC
stb2,Sin3-type complex
get2,Golgi membrane
get2,endoplasmic reticulum
get2,endoplasmic reticulum membrane
get2,Golgi apparatus
get2,membrane
get2,integral component of membrane
get2,GET complex
mvp1,nucleus
mvp1,cytoplasm
mvp1,endosome
mvp1,cytosol
mvp1,membrane
mvp1,extrinsic component of membrane
tre1,fungal-type vacuole
tre1,plasma membrane
tre1,membrane
tre1,integral component of membrane
spc97,spindle pole
spc97,equatorial microtubule organizing center
spc97,"gamma-tubulin small complex, spindle pole body"
spc97,nucleus
spc97,cytoplasm
spc97,centrosome
spc97,microtubule organizing center
spc97,spindle pole body
spc97,inner plaque of spindle pole body
spc97,outer plaque of spindle pole body
spc97,cytoskeleton
spc97,microtubule
red1,lateral element
red1,nucleus
lrg1,incipient cellular bud site
lrg1,intracellular
lrg1,cytoplasm
lrg1,mitochondrion
lrg1,cellular bud
lrg1,cellular bud tip
lrg1,cellular bud neck
lrg1,site of polarized growth
lrg1,mating projection tip
ioc3,nucleus
ioc3,Isw1 complex
ioc3,Isw1a complex
man2,cellular_component unknown
upf3,nucleus
upf3,nucleolus
upf3,cytoplasm
upf3,polysome
yke4,endoplasmic reticulum
yke4,endoplasmic reticulum membrane
yke4,membrane
yke4,integral component of membrane
ard1,cytoplasm
ard1,cytosolic ribosome
ard1,NatA complex
rps15,cytoplasm
rps15,ribosome
rps15,small ribosomal subunit
rps15,cytosolic small ribosomal subunit
rps15,intracellular ribonucleoprotein complex
grx1,nucleus
grx1,cytoplasm
arr2,cellular_component unknown
hop1,condensed nuclear chromosome
hop1,lateral element
hop1,nucleus
hop1,chromosome
tma10,nucleus
tma10,cytoplasm
tma10,mitochondrion
tma10,ribosome
rot2,mitochondrion
rot2,endoplasmic reticulum
rot2,endoplasmic reticulum lumen
rot2,glucosidase II complex
yml133c,mitochondrion
ynl247w,cytoplasm
ynl247w,cytosol
ynl247w,ribosome
mub1,cellular_component unknown
mub1,cytoplasm
mub1,MUB1-RAD6-UBR2 ubiquitin ligase complex
pdp3,nucleus
pdp3,cytosol
pdp3,NuA3 histone acetyltransferase complex
pdp3,NuA3b histone acetyltransferase complex
vhs3,phosphopantothenoylcysteine decarboxylase complex
vhs3,CoA-synthesizing protein complex
swh1,Golgi trans cisterna
swh1,Golgi membrane
swh1,nucleus
swh1,nuclear envelope
swh1,nuclear outer membrane
swh1,cytoplasm
swh1,early endosome
swh1,endoplasmic reticulum
swh1,Golgi apparatus
swh1,membrane
swh1,nucleus-vacuole junction
cdc14,nucleus
cdc14,nucleolus
cdc14,cytoplasm
cdc14,centrosome
cdc14,spindle pole body
cdc14,cellular bud neck
cdc14,RENT complex
cdc14,mitotic spindle
ans1,fungal-type vacuole
ans1,cellular_component unknown
ans1,cell wall
ans1,plasma membrane
ans1,membrane
ans1,anchored component of membrane
mlh1,synaptonemal complex
mlh1,nucleus
mlh1,chiasma
mlh1,cytoplasm
mlh1,mitochondrion
mlh1,MutLalpha complex
mlh1,MutLbeta complex
mlh1,MutLgamma complex
spp381,nucleus
spp381,spliceosomal complex
spp381,cytosol
spp381,intracellular ribonucleoprotein complex
spp381,U4/U6 x U5 tri-snRNP complex
srp101,endoplasmic reticulum
srp101,signal recognition particle receptor complex
srp101,endoplasmic reticulum membrane
srp101,membrane
rpl36ap,intracellular
rpl36ap,cytoplasm
rpl36ap,ribosome
rpl36ap,cytosolic large ribosomal subunit
rpl36ap,intracellular ribonucleoprotein complex
apc5,nucleus
apc5,anaphase-promoting complex
rpl23bp,nucleus
rpl23bp,cytoplasm
rpl23bp,cytosol
rpl23bp,ribosome
rpl23bp,cytosolic large ribosomal subunit
rpl23bp,intracellular ribonucleoprotein complex
nip1,cytoplasm
nip1,eukaryotic translation initiation factor 3 complex
nip1,cytoplasmic stress granule
nip1,multi-eIF complex
rax1,fungal-type vacuole
rax1,plasma membrane
rax1,cellular bud tip
rax1,cellular bud neck
rax1,membrane
rax1,integral component of membrane
atp3,mitochondrion
atp3,mitochondrial inner membrane
atp3,"mitochondrial proton-transporting ATP synthase, central stalk"
atp3,membrane
atp3,integral component of membrane
atp3,"proton-transporting ATP synthase complex, catalytic core F(1)"
vps21,mitochondrion
vps21,mitochondrial outer membrane
vps21,endosome
vps21,early endosome
vps21,late endosome
vps21,cytosol
vps21,plasma membrane
vps21,endosome membrane
vps21,membrane
vps21,endocytic vesicle
vps21,mitochondrial membrane
caf20,cytoplasm
caf20,mRNA cap binding complex
ayt1,cellular_component unknown
sry1,cellular_component unknown
sry1,cytoplasm
ctl1,nucleus
ctl1,cytoplasm
ctl1,mRNA cap methyltransferase complex
rad54,nucleus
rad54,cytoplasm
mbp1,nuclear chromatin
mbp1,nucleus
mbp1,cytoplasm
mbp1,MBF transcription complex
mbp1,SBF transcription complex
pho12,fungal-type vacuole
pho12,fungal-type cell wall
rpl8bp,cytoplasm
rpl8bp,ribosome
rpl8bp,cytosolic large ribosomal subunit
rpl8bp,intracellular ribonucleoprotein complex
yol131w,cellular_component unknown
hap3,intracellular
hap3,nucleus
hap3,CCAAT-binding factor complex
ylr156w,cellular_component unknown
orc5,origin recognition complex
orc5,nucleus
orc5,nuclear pre-replicative complex
orc5,nuclear origin of replication recognition complex
orc5,DNA replication preinitiation complex
nse1,nucleus
nse1,Smc5-Smc6 complex
uls1,condensed nuclear chromosome kinetochore
uls1,nucleus
uls1,nucleolus
uls1,cytoplasm
uls1,mitochondrion
aim22,mitochondrion
stv1,Golgi membrane
stv1,"vacuolar proton-transporting V-type ATPase, V0 domain"
stv1,fungal-type vacuole membrane
stv1,endosome
stv1,late endosome
stv1,Golgi apparatus
stv1,endosome membrane
stv1,membrane
stv1,integral component of membrane
stv1,"proton-transporting V-type ATPase, V0 domain"
rrg1,mitochondrion
bxi1,fungal-type vacuole
bxi1,mitochondrion
bxi1,vacuole
bxi1,vacuolar membrane
bxi1,endoplasmic reticulum
bxi1,endoplasmic reticulum membrane
bxi1,membrane
bxi1,integral component of membrane
bxi1,mitochondrial membrane
ykr078w,cytoplasm
ykr078w,endosome
ykr078w,cytosol
ykr078w,extrinsic component of membrane
glo2,cytoplasm
mal11,plasma membrane
mal11,integral component of plasma membrane
mal11,membrane
mal11,integral component of membrane
yml020w,cellular_component unknown
cdc45,nucleus
cdc45,nuclear pre-replicative complex
cdc45,DNA replication preinitiation complex
cdc45,replication fork protection complex
cdc45,nuclear replication fork
nto1,nucleus
nto1,cytoplasm
nto1,NuA3 histone acetyltransferase complex
nto1,NuA3a histone acetyltransferase complex
nto1,NuA3b histone acetyltransferase complex
rrs1,nucleus
rrs1,nucleoplasm
rrs1,nucleolus
rrs1,"preribosome, large subunit precursor"
rrs1,nuclear periphery
npr2,vacuole
npr2,vacuolar membrane
npr2,membrane
npr2,Seh1-associated complex
npr2,extrinsic component of fungal-type vacuolar membrane
npr2,GATOR1 complex
cox12,mitochondrion
cox12,mitochondrial respiratory chain complex IV
cox12,mitochondrial intermembrane space
cox12,integral component of membrane
ypr064w,cellular_component unknown
ypr064w,membrane
ypr064w,integral component of membrane
rps7bp,intracellular
rps7bp,nucleus
rps7bp,nucleolus
rps7bp,cytoplasm
rps7bp,ribosome
rps7bp,cytosolic small ribosomal subunit
rps7bp,intracellular ribonucleoprotein complex
rps7bp,90S preribosome
rps7bp,small-subunit processome
ena5,plasma membrane
ena5,integral component of plasma membrane
ena5,membrane
ena5,integral component of membrane
ena5,intracellular membrane-bounded organelle
ena5,cell periphery
sco2,mitochondrion
sco2,mitochondrial envelope
sco2,mitochondrial inner membrane
sco2,membrane
sco2,integral component of membrane
rad3,nucleotide-excision repair factor 3 complex
rad3,core TFIIH complex
rad3,nucleus
rad3,holo TFIIH complex
prp39,commitment complex
prp39,intracellular
prp39,nucleus
prp39,U1 snRNP
prp39,U2-type prespliceosome
sit4,protein phosphatase type 2A complex
sit4,nucleus
sit4,cytoplasm
dsk2,nucleus
mon1,fungal-type vacuole membrane
mon1,endosome
mon1,vacuole
mon1,vacuolar membrane
mon1,cytosol
mon1,membrane
mon1,late endosome membrane
mon1,multivesicular body membrane
mon1,Mon1-Ccz1 complex
swp1,endoplasmic reticulum
swp1,endoplasmic reticulum membrane
swp1,oligosaccharyltransferase complex
swp1,membrane
swp1,integral component of membrane
pus5,mitochondrion
cpr4,fungal-type vacuole
cpr4,membrane
cpr4,integral component of membrane
tcd2,mitochondrion
tcd2,mitochondrial outer membrane
tcd2,cytosol
tcd2,membrane
tcd2,integral component of membrane
rfa3,"chromosome, telomeric region"
rfa3,condensed nuclear chromosome
rfa3,nucleus
rfa3,DNA replication factor A complex
gir2,cytoplasm
gir2,polysome
nha1,endoplasmic reticulum
nha1,plasma membrane
nha1,membrane
nha1,integral component of membrane
nha1,membrane raft
pgm1,cytoplasm
pgm1,cytosol
gic2,incipient cellular bud site
gic2,cytoplasm
gic2,cytoskeleton
gic2,plasma membrane
gic2,cellular bud tip
gic2,cellular bud neck
gic2,cell cortex
gic2,actin cap
gic2,mating projection tip
vac14,extrinsic component of vacuolar membrane
vac14,fungal-type vacuole membrane
vac14,vacuole
vac14,vacuolar membrane
vac14,membrane
vac14,PAS complex
sul2,plasma membrane
sul2,integral component of plasma membrane
sul2,membrane
sul2,integral component of membrane
atg17,pre-autophagosomal structure
atg17,nucleus
atg17,cytoplasm
atg17,membrane
atg17,pre-autophagosomal structure membrane
atg17,ATG1/ULK1 kinase complex
rom2,incipient cellular bud site
rom2,intracellular
rom2,nucleus
rom2,cellular bud tip
rom2,mating projection tip
rom2,cell periphery
ugx2,cellular_component unknown
abf2,mitochondrial chromosome
abf2,nucleus
abf2,mitochondrion
abf2,mitochondrial nucleoid
rav1,cytoplasm
rav1,cytosol
rav1,endomembrane system
rav1,membrane
rav1,extrinsic component of membrane
rav1,RAVE complex
trm2,cellular_component unknown
scl1,proteasome complex
scl1,nucleus
scl1,cytoplasm
scl1,mitochondrion
scl1,proteasome core complex
scl1,"proteasome core complex, alpha-subunit complex"
scl1,proteasome storage granule
scl1,nuclear outer membrane-endoplasmic reticulum membrane network
irc24,cytoplasm
irc24,integral component of membrane
ynl050c,cellular_component unknown
pkr1,endoplasmic reticulum
pkr1,endoplasmic reticulum membrane
pkr1,membrane
pkr1,integral component of membrane
pkr1,integral component of endoplasmic reticulum membrane
vps34,fungal-type vacuole membrane
vps34,pre-autophagosomal structure
vps34,nuclear pore
vps34,endosome
vps34,peroxisome
vps34,Golgi apparatus
vps34,cytosol
vps34,endosome membrane
vps34,membrane
vps34,"phosphatidylinositol 3-kinase complex, class III, type I"
vps34,"phosphatidylinositol 3-kinase complex, class III, type II"
vps34,nucleus-vacuole junction
trx2,Golgi membrane
trx2,fungal-type vacuole
trx2,nucleus
trx2,cytoplasm
trx2,Golgi apparatus
trx2,cytosol
trx2,membrane
tos4,nuclear chromatin
tos4,nucleus
tos4,cytoplasm
tos4,mitochondrion
tos4,Rpd3L-Expanded complex
ckb2,cytoplasm
ckb2,protein kinase CK2 complex
ckb2,CURI complex
ckb2,UTP-C complex
gyp7,intracellular
gyp7,cytoplasm
gyp7,cytosol
gyp7,endomembrane system
eaf7,histone acetyltransferase complex
eaf7,nucleus
eaf7,NuA4 histone acetyltransferase complex
eaf7,H4/H2A histone acetyltransferase complex
