proteinname,go_IC
cwc2,metal ion binding
mmf1,molecular_function unknown
esf1,RNA binding
cse2,RNA polymerase II transcription cofactor activity
cse2,RNA polymerase II transcription coactivator activity involved in preinitiation complex assembly
cse2,structural molecule activity
sur1,mannosyltransferase activity
sur1,transferase activity
sur1,"transferase activity, transferring glycosyl groups"
pho4,DNA binding
pho4,"transcription factor activity, sequence-specific DNA binding"
pho4,sequence-specific DNA binding
pho4,protein dimerization activity
cda2,catalytic activity
cda2,chitin deacetylase activity
cda2,hydrolase activity
cda2,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
psd1,phosphatidylserine decarboxylase activity
psd1,lyase activity
psd1,carboxy-lyase activity
trm5,methyltransferase activity
trm5,tRNA (guanine-N1-)-methyltransferase activity
trm5,tRNA (guanine) methyltransferase activity
trm5,transferase activity
trm5,tRNA (guanine(37)-N(1))-methyltransferase activity
tfb3,"transcription factor activity, core RNA polymerase binding"
tfb3,zinc ion binding
tfb3,metal ion binding
tfb3,cyclin-dependent protein serine/threonine kinase activator activity
dbp2,nucleotide binding
dbp2,nucleic acid binding
dbp2,RNA binding
dbp2,RNA helicase activity
dbp2,ATP-dependent RNA helicase activity
dbp2,helicase activity
dbp2,ATP binding
dbp2,ATP-dependent helicase activity
dbp2,RNA-dependent ATPase activity
dbp2,hydrolase activity
hfm1,nucleotide binding
hfm1,nucleic acid binding
hfm1,DNA binding
hfm1,DNA helicase activity
hfm1,helicase activity
hfm1,ATP binding
hfm1,ATP-dependent helicase activity
hfm1,hydrolase activity
hfm1,nucleoside-triphosphatase activity
hfm1,metal ion binding
ala1,tRNA binding
ala1,nucleotide binding
ala1,nucleic acid binding
ala1,RNA binding
ala1,aminoacyl-tRNA ligase activity
ala1,alanine-tRNA ligase activity
ala1,ATP binding
ala1,amino acid binding
ala1,ligase activity
ala1,"ligase activity, forming aminoacyl-tRNA and related compounds"
ala1,metal ion binding
ups1,protein binding
ups1,lipid binding
ups1,phosphatidic acid transporter activity
pde2,catalytic activity
pde2,"3',5'-cyclic-nucleotide phosphodiesterase activity"
pde2,"3',5'-cyclic-AMP phosphodiesterase activity"
pde2,phosphoric diester hydrolase activity
pde2,hydrolase activity
pde2,metal ion binding
yer156c,molecular_function unknown
arn2,siderophore transmembrane transporter activity
bbp1,structural molecule activity
bbp1,structural constituent of cytoskeleton
rki1,ribose-5-phosphate isomerase activity
rki1,isomerase activity
utr4,magnesium ion binding
utr4,hydrolase activity
utr4,acireductone synthase activity
utr4,metal ion binding
bud3,molecular_function unknown
bud3,Rho guanyl-nucleotide exchange factor activity
lag2,molecular_function unknown
pex11,molecular_function unknown
erg24,oxidoreductase activity
erg24,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor"
erg24,delta14-sterol reductase activity
trp1,catalytic activity
trp1,phosphoribosylanthranilate isomerase activity
trp1,isomerase activity
rkm1,methyltransferase activity
rkm1,protein-lysine N-methyltransferase activity
rkm1,transferase activity
pot1,mRNA binding
pot1,catalytic activity
pot1,acetyl-CoA C-acyltransferase activity
pot1,transferase activity
pot1,"transferase activity, transferring acyl groups"
pot1,"transferase activity, transferring acyl groups other than amino-acyl groups"
pbp2,nucleic acid binding
pbp2,RNA binding
pbp2,mRNA binding
ypr089w,molecular_function unknown
tfb2,"transcription factor activity, core RNA polymerase binding"
tfb2,double-stranded DNA binding
tfb2,"transcription factor activity, sequence-specific DNA binding"
tfb2,ATP-dependent DNA helicase activity
tfb2,RNA polymerase II carboxy-terminal domain kinase activity
ydl086w,carboxymethylenebutenolidase activity
ydl086w,hydrolase activity
tgl3,triglyceride lipase activity
tgl3,hydrolase activity
tgl3,retinyl-palmitate esterase activity
tgl3,lysophosphatidylethanolamine acyltransferase activity
cog2,molecular_function unknown
ypt7,nucleotide binding
ypt7,GTPase activity
ypt7,protein binding
ypt7,GTP binding
tos3,nucleotide binding
tos3,protein kinase activity
tos3,protein serine/threonine kinase activity
tos3,ATP binding
tos3,kinase activity
tos3,transferase activity
tos3,"transferase activity, transferring phosphorus-containing groups"
tpo1,spermine transmembrane transporter activity
tpo1,antiporter activity
tpo1,spermidine transmembrane transporter activity
thi74,molecular_function unknown
bim1,structural constituent of cytoskeleton
bim1,microtubule binding
bim1,protein homodimerization activity
bim1,microtubule plus-end binding
mrx7,molecular_function unknown
arp3,nucleotide binding
arp3,actin binding
arp3,ATP binding
sed5,SNARE binding
sed5,SNAP receptor activity
hxt1,transporter activity
hxt1,sugar
hxt1,proton symporter activity
hxt1,fructose transmembrane transporter activity
hxt1,galactose transmembrane transporter activity
hxt1,glucose transmembrane transporter activity
hxt1,pentose transmembrane transporter activity
hxt1,mannose transmembrane transporter activity
hxt1,transmembrane transporter activity
hxt1,substrate-specific transmembrane transporter activity
sno1,molecular_function unknown
sno1,glutaminase activity
sno1,transferase activity
sno1,hydrolase activity
sno1,lyase activity
sno1,pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity
slm3,tRNA binding
slm3,nucleotide binding
slm3,RNA binding
slm3,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity
slm3,ATP binding
slm3,transferase activity
slm3,sulfurtransferase activity
slm3,tRNA-5-taurinomethyluridine 2-sulfurtransferase
gfd1,molecular_function unknown
brr6,molecular_function unknown
crg1,mRNA binding
crg1,methyltransferase activity
crg1,S-adenosylmethionine-dependent methyltransferase activity
crg1,transferase activity
emi2,nucleotide binding
emi2,molecular_function unknown
emi2,glucokinase activity
emi2,hexokinase activity
emi2,ATP binding
emi2,glucose binding
emi2,fructokinase activity
emi2,kinase activity
emi2,transferase activity
emi2,"phosphotransferase activity, alcohol group as acceptor"
emi2,mannokinase activity
ycr100c,molecular_function unknown
nsl1,molecular_function unknown
osw1,molecular_function unknown
mas2,catalytic activity
mas2,metalloendopeptidase activity
mas2,peptidase activity
mas2,metallopeptidase activity
mas2,zinc ion binding
mas2,hydrolase activity
mas2,metal ion binding
nop19,molecular_function unknown
msf1,tRNA binding
msf1,nucleotide binding
msf1,magnesium ion binding
msf1,aminoacyl-tRNA ligase activity
msf1,phenylalanine-tRNA ligase activity
msf1,ATP binding
msf1,ligase activity
hem13,coproporphyrinogen oxidase activity
hem13,oxidoreductase activity
npp2,catalytic activity
npp2,phosphodiesterase I activity
npp2,nucleotide diphosphatase activity
npp2,hydrolase activity
npp2,nucleoside-triphosphatase activity
npp2,NADH pyrophosphatase activity
npp2,nucleoside-triphosphate diphosphatase activity
ygk3,nucleotide binding
ygk3,protein kinase activity
ygk3,protein serine/threonine kinase activity
ygk3,cyclin-dependent protein serine/threonine kinase activity
ygk3,ATP binding
ygk3,kinase activity
ygk3,transferase activity
ygk3,"transferase activity, transferring phosphorus-containing groups"
ygk3,cyclin-dependent protein kinase activating kinase activity
cbp3,ribosome binding
rim11,nucleotide binding
rim11,protein kinase activity
rim11,protein serine/threonine kinase activity
rim11,ATP binding
rim11,kinase activity
rim11,transferase activity
rim11,"transferase activity, transferring phosphorus-containing groups"
yrm1,RNA polymerase II core promoter proximal region sequence-specific DNA binding
yrm1,"RNA polymerase II transcription factor activity, sequence-specific DNA binding"
yrm1,nucleic acid binding transcription factor activity
yrm1,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"
yrm1,DNA binding
yrm1,zinc ion binding
yrm1,sequence-specific DNA binding
yrm1,metal ion binding
rrp15,molecular_function unknown
ydr541c,nucleotide binding
ydr541c,catalytic activity
ydr541c,carbonyl reductase (NADPH) activity
ydr541c,oxidoreductase activity
ydr541c,aldehyde dehydrogenase (NADP+) activity
ydr541c,coenzyme binding
yor105w,molecular_function unknown
ypr078c,molecular_function unknown
kre1,structural constituent of cell wall
rps6ap,structural constituent of ribosome
shp1,protein phosphatase regulator activity
whi3,nucleotide binding
whi3,nucleic acid binding
whi3,RNA binding
whi3,mRNA binding
pet18,molecular_function unknown
mrpl4,structural constituent of ribosome
hmra1,DNA binding
hmra1,"transcription factor activity, sequence-specific DNA binding"
hmra1,transcription corepressor activity
hmra1,sequence-specific DNA binding
rps18ap,nucleic acid binding
rps18ap,RNA binding
rps18ap,structural constituent of ribosome
rps18ap,rRNA binding
cos4,molecular_function unknown
cos4,receptor activity
lre1,molecular_function unknown
lre1,protein kinase inhibitor activity
prp42,RNA binding
prp42,pre-mRNA 5'-splice site binding
ylh47,molecular_function unknown
ylh47,ribosome binding
kre29,molecular_function unknown
kre29,SUMO transferase activity
loh1,molecular_function unknown
fsh1,molecular_function unknown
fsh1,hydrolase activity
fsh1,carboxylic ester hydrolase activity
dsf2,molecular_function unknown
dsf2,enzyme activator activity
hat1,chromatin binding
hat1,histone acetyltransferase activity
hat1,N-acetyltransferase activity
hat1,H4 histone acetyltransferase activity
hat1,transferase activity
hat1,"transferase activity, transferring acyl groups"
hat1,histone binding
prp4,molecular_function unknown
prp4,U6 snRNA binding
prp4,U4 snRNA binding
asi2,molecular_function unknown
syn8,SNARE binding
syn8,SNAP receptor activity
ypl150w,nucleotide binding
ypl150w,protein kinase activity
ypl150w,protein serine/threonine kinase activity
ypl150w,ATP binding
ypl150w,kinase activity
ypl150w,transferase activity
ypl150w,"transferase activity, transferring phosphorus-containing groups"
alg7,UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity
alg7,phospho-N-acetylmuramoyl-pentapeptide-transferase activity
alg7,transferase activity
alg7,"transferase activity, transferring glycosyl groups"
vtc4,inositol hexakisphosphate binding
vtc4,polyphosphate kinase activity
vta1,ATPase activator activity
ssk22,nucleotide binding
ssk22,protein kinase activity
ssk22,protein serine/threonine kinase activity
ssk22,"signal transducer, downstream of receptor, with serine/threonine kinase activity"
ssk22,MAP kinase kinase kinase activity
ssk22,ATP binding
ssk22,kinase activity
ssk22,transferase activity
ssk22,"transferase activity, transferring phosphorus-containing groups"
imp4,snoRNA binding
imp4,rRNA primary transcript binding
imp4,single-stranded telomeric DNA binding
vps51,protein binding
dls1,molecular_function unknown
dls1,sequence-specific DNA binding
dls1,protein heterodimerization activity
stb2,molecular_function unknown
get2,protein anchor
mvp1,phosphatidylinositol-3-phosphate binding
mvp1,phosphatidylinositol binding
tre1,molecular_function unknown
spc97,structural constituent of cytoskeleton
spc97,gamma-tubulin binding
spc97,microtubule minus-end binding
red1,structural molecule activity
red1,chromatin DNA binding
lrg1,GTPase activator activity
lrg1,zinc ion binding
lrg1,metal ion binding
ioc3,DNA binding
ioc3,ATPase activity
ioc3,nucleosome binding
man2,nucleotide binding
man2,catalytic activity
man2,mannitol-1-phosphate 5-dehydrogenase activity
man2,oxidoreductase activity
man2,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
man2,mannitol dehydrogenase activity
man2,coenzyme binding
upf3,nucleotide binding
upf3,molecular_function unknown
upf3,nucleic acid binding
upf3,mRNA binding
yke4,zinc ion transmembrane transporter activity
yke4,metal ion transmembrane transporter activity
ard1,peptide alpha-N-acetyltransferase activity
ard1,N-acetyltransferase activity
ard1,transferase activity
ard1,"transferase activity, transferring acyl groups"
ard1,peptide-serine-N-acetyltransferase activity
ard1,peptide-glutamate-N-acetyltransferase activity
rps15,RNA binding
rps15,structural constituent of ribosome
grx1,glutathione transferase activity
grx1,glutathione peroxidase activity
grx1,electron carrier activity
grx1,protein disulfide oxidoreductase activity
grx1,disulfide oxidoreductase activity
arr2,arsenate reductase activity
hop1,four-way junction DNA binding
hop1,DNA binding
hop1,metal ion binding
tma10,molecular_function unknown
rot2,catalytic activity
rot2,"hydrolase activity, hydrolyzing O-glycosyl compounds"
rot2,"alpha-1,4-glucosidase activity"
rot2,hydrolase activity
rot2,"hydrolase activity, acting on glycosyl bonds"
rot2,carbohydrate binding
rot2,"glucan 1,3-alpha-glucosidase activity"
yml133c,nucleotide binding
yml133c,nucleic acid binding
yml133c,helicase activity
yml133c,ATP binding
yml133c,ATP-dependent helicase activity
yml133c,hydrolase activity
ynl247w,nucleotide binding
ynl247w,aminoacyl-tRNA ligase activity
ynl247w,cysteine-tRNA ligase activity
ynl247w,ATP binding
ynl247w,ligase activity
ynl247w,metal ion binding
mub1,molecular_function unknown
mub1,zinc ion binding
mub1,metal ion binding
pdp3,molecular_function unknown
pdp3,chromatin binding
vhs3,catalytic activity
vhs3,phosphopantothenoylcysteine decarboxylase activity
vhs3,protein phosphatase inhibitor activity
swh1,phospholipid binding
swh1,1-phosphatidylinositol binding
swh1,oxysterol binding
swh1,lipid binding
swh1,sterol transporter activity
cdc14,phosphoprotein phosphatase activity
cdc14,protein serine/threonine phosphatase activity
cdc14,protein tyrosine phosphatase activity
cdc14,protein tyrosine/serine/threonine phosphatase activity
cdc14,hydrolase activity
cdc14,phosphatase activity
ans1,molecular_function unknown
ans1,structural constituent of cell wall
mlh1,heteroduplex DNA loop binding
mlh1,double-stranded DNA binding
mlh1,single-stranded DNA binding
mlh1,ATP binding
mlh1,ATPase activity
mlh1,mismatched DNA binding
mlh1,DNA insertion or deletion binding
mlh1,dinucleotide insertion or deletion binding
spp381,molecular_function unknown
spp381,RNA binding
srp101,nucleotide binding
srp101,signal recognition particle binding
srp101,GTP binding
srp101,nucleoside-triphosphatase activity
rpl36ap,RNA binding
rpl36ap,structural constituent of ribosome
apc5,ubiquitin-protein transferase activity
rpl23bp,structural constituent of ribosome
rpl23bp,large ribosomal subunit rRNA binding
nip1,RNA binding
nip1,mRNA binding
nip1,translation initiation factor activity
